estado_civil;modo_solicitud;orden_solicitud;curso;asistencia_diurna_vespertina;cualificacion_previa;nota_cualificacion_previa;nacionalidad;cualificacion_madre;cualificacion_padre;ocupacion_madre;ocupacion_padre;nota_admision;desplazado;necesidades_educativas_especiales;deudor;matricula_al_dia;genero;becado;edad_al_matricularse;internacional;asignaturas_1sem_convalidadas;asignaturas_1sem_matriculadas;asignaturas_1sem_evaluadas;asignaturas_1sem_aprobadas;nota_media_1sem;asignaturas_1sem_sin_evaluacion;asignaturas_2sem_convalidadas;asignaturas_2sem_matriculadas;asignaturas_2sem_evaluadas;asignaturas_2sem_aprobadas;nota_media_2sem;asignaturas_2sem_sin_evaluacion;tasa_desempleo;tasa_inflacion;pib;objetivo
soltero/a;3a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;119.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;112.0;si;no;no;no;hombre;no;20;no;0;5;5;0;0.0;0;0;5;0;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;mayor_de_23_anos;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;140.0;no;no;no;si;hombre;no;24;no;0;6;15;4;10.5;0;0;6;16;4;12.5;0;15.5;2.8;-4.06;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;150.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;operadores_de_instalaciones_y_maquinaria_y_montadores;150.0;si;no;no;si;hombre;no;20;no;0;6;8;5;12.857142857142858;0;0;6;11;6;12.3;0;16.2;0.3;-0.92;graduado
soltero/a;1a_fase_contingente_general;3;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;121.0;portuguesa;educacion_superior_grado;educacion_basica_3er_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;operadores_de_instalaciones_y_maquinaria_y_montadores;122.4;si;no;no;si;hombre;no;19;no;0;5;7;3;11.666666666666666;0;0;5;5;4;12.0;0;9.4;-0.8;-3.12;matriculado
soltero/a;cambio_de_institucion_curso;1;ingenieria_informatica;diurna;educacion_secundaria;140.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;personal_administrativo;150.0;no;no;no;si;hombre;no;23;no;0;5;7;2;13.0;0;0;5;11;1;10.0;0;8.9;1.4;3.51;abandono
soltero/a;2a_fase_contingente_general;2;turismo;diurna;educacion_secundaria;135.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;135.0;si;no;no;si;hombre;no;20;no;0;6;8;6;11.833333333333334;0;0;6;9;5;10.4;0;7.6;2.6;0.32;matriculado
soltero/a;cambio_de_curso;4;servicio_social_nocturno;vespertina;educacion_secundaria;116.0;portuguesa;desconocido;desconocido;estudiante;estudiante;116.2;no;no;no;si;hombre;no;21;no;9;11;11;11;12.454545454545457;0;3;11;17;8;12.75;0;9.4;-0.8;-3.12;graduado
soltero/a;2a_fase_contingente_general;2;ingenieria_informatica;diurna;educacion_secundaria;120.0;portuguesa;11o_ano_no_completado;otro_11o_ano;trabajadoras_no_cualificadas;trabajadores_no_cualificados;120.4;si;no;no;si;hombre;no;20;no;0;5;6;3;11.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;abandono
casado/a;2a_fase_contingente_general;5;ingenieria_informatica;diurna;educacion_secundaria;126.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;personal_administrativo;122.9;si;no;no;si;hombre;no;21;no;0;5;10;4;13.2;0;0;5;7;4;14.25;2;7.6;2.6;0.32;matriculado
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;170.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;155.0;no;no;no;si;hombre;si;18;no;0;6;6;6;15.5;0;0;6;6;6;14.166666666666666;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;3;turismo;diurna;educacion_secundaria;123.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;123.4;si;no;no;si;hombre;no;18;no;0;6;8;6;12.333333333333334;0;0;6;6;6;13.666666666666666;0;11.1;0.6;2.02;graduado
soltero/a;2a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;120.0;portuguesa;educacion_superior_grado;educacion_basica_2o_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;trabajadores_cualificados_de_industria_construccion_y_artesania;124.2;si;no;no;si;hombre;no;18;no;0;5;13;5;12.0;0;0;5;9;4;11.4;0;13.9;-0.3;0.79;matriculado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;130.0;portuguesa;educacion_superior_grado;educacion_superior_grado;trabajadoras_cualificadas_de_industria_construccion_y_artesania;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;130.0;si;no;no;si;hombre;no;20;no;0;6;12;4;11.6;0;0;6;11;5;11.5;0;15.5;2.8;-4.06;matriculado
soltero/a;2a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;trabajadores_no_cualificados;126.2;no;no;no;si;hombre;si;18;no;0;6;7;6;11.333333333333334;0;0;6;8;6;12.285714285714286;0;16.2;0.3;-0.92;graduado
soltero/a;2a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;117.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;estudiante;personal_administrativo;120.5;si;no;no;si;hombre;no;19;no;0;6;12;0;0.0;1;0;6;0;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;2a_fase_contingente_general;1;ingenieria_informatica;diurna;educacion_secundaria;131.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;123.7;si;no;no;si;hombre;no;20;no;0;5;7;4;12.0;0;0;5;8;2;12.5;0;10.8;1.4;1.74;matriculado
soltero/a;2a_fase_contingente_general;1;equicultura;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;122.5;no;no;no;si;hombre;no;19;no;0;5;11;4;12.0;1;0;5;9;5;12.6;0;9.4;-0.8;-3.12;graduado
soltero/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_secundaria;133.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;139.2;si;no;si;si;hombre;no;33;no;0;5;11;2;12.5;0;0;5;9;2;11.5;1;12.7;3.7;-1.7;abandono
soltero/a;cambio_de_institucion_curso;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;128.0;portuguesa;educacion_superior_licenciatura;educacion_secundaria_12o_ano_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;tecnicos_y_profesiones_de_nivel_intermedio;131.2;si;no;no;si;hombre;no;21;no;6;12;12;12;13.666666666666666;0;4;11;16;11;13.0;0;8.9;1.4;3.51;graduado
casado/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;personal_administrativo;120.0;no;no;si;no;hombre;no;25;no;0;6;17;2;14.5;2;0;6;13;0;0.0;1;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;123.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_no_cualificados;116.7;si;no;no;si;hombre;si;20;no;0;6;10;4;13.2;0;0;6;8;0;0.0;0;12.4;0.5;1.79;abandono
soltero/a;titular_de_diploma_de_ciclo_corto;1;enfermeria_veterinaria;diurna;curso_tecnico_superior_profesional;150.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;personal_administrativo;150.0;si;no;no;si;hombre;si;22;no;1;7;11;5;12.166666666666666;0;4;8;14;5;14.8;0;8.9;1.4;3.51;abandono
divorciado/a;mayor_de_23_anos;1;periodismo_y_comunicacion;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;117.5;no;no;no;si;mujer;no;39;no;0;6;10;4;11.25;0;0;6;6;6;11.333333333333334;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;2;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;140.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;137.6;si;no;no;si;hombre;si;21;no;0;6;8;6;15.166666666666666;0;0;6;7;6;14.428571428571429;0;8.9;1.4;3.51;graduado
soltero/a;2a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;126.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;124.3;no;no;no;si;mujer;si;19;no;0;6;8;6;11.166666666666666;0;0;6;7;4;13.4;0;16.2;0.3;-0.92;graduado
soltero/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;116.0;no;no;no;si;mujer;si;26;no;0;7;8;6;10.983333333333334;0;0;7;8;6;10.983333333333334;0;7.6;2.6;0.32;graduado
soltero/a;3a_fase_contingente_general;2;servicio_social;diurna;educacion_secundaria;121.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;121.4;si;no;no;si;mujer;si;19;no;0;6;8;4;10.75;0;0;6;11;5;11.5;0;15.5;2.8;-4.06;graduado
soltero/a;titular_de_diploma_de_ciclo_corto;1;enfermeria_veterinaria;diurna;curso_tecnico_superior_profesional;140.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;personal_administrativo;especialistas_en_actividades_intelectuales_y_cientificas;142.8;si;no;no;no;mujer;si;20;no;7;12;15;11;13.384615384615383;0;4;9;13;7;14.285714285714286;0;8.9;1.4;3.51;graduado
soltero/a;2a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;trabajadores_no_cualificados;96.0;si;no;no;si;mujer;si;25;no;0;6;8;6;11.285714285714286;0;0;6;10;5;12.2;0;15.5;2.8;-4.06;matriculado
soltero/a;cambio_de_curso;1;servicio_social_nocturno;vespertina;educacion_secundaria;131.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;operadoras_de_instalaciones_y_maquinaria_y_montadoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;125.0;no;no;no;si;hombre;no;24;no;0;6;13;0;0.0;3;0;6;6;0;0.0;0;16.2;0.3;-0.92;abandono
soltero/a;2a_fase_contingente_general;6;ingenieria_informatica;diurna;educacion_secundaria;124.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;estudiante;126.1;si;no;no;si;hombre;no;20;no;0;5;7;4;13.0;0;0;5;9;5;14.833333333333334;3;7.6;2.6;0.32;graduado
casado/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;155.8;no;no;no;si;hombre;no;29;no;0;6;9;6;16.11111111111111;0;0;6;7;6;13.5;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;trabajadoras_no_cualificadas;trabajadores_no_cualificados;116.0;no;no;no;si;hombre;no;20;no;0;6;8;6;11.5;0;0;6;8;6;11.0;0;16.2;0.3;-0.92;graduado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;equicultura;diurna;curso_de_especializacion_tecnologica;110.0;portuguesa;educacion_superior_grado;educacion_superior_master;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;110.0;si;no;no;si;hombre;no;20;no;0;6;15;4;10.75;0;0;6;12;2;10.5;0;13.9;-0.3;0.79;abandono
soltero/a;mayor_de_23_anos;1;gestion_de_publicidad_y_marketing;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;operadores_de_instalaciones_y_maquinaria_y_montadores;97.2;si;no;no;si;hombre;si;24;no;0;6;10;4;11.6;0;0;6;8;5;13.0;0;11.1;0.6;2.02;graduado
soltero/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;100.0;no;no;si;si;hombre;no;24;no;0;7;21;0;0.0;3;0;7;7;0;0.0;0;16.2;0.3;-0.92;abandono
soltero/a;titular_de_otro_curso_superior;1;ingenieria_informatica;diurna;educacion_superior_grado_1er_ciclo;140.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_de_servicios_personales_seguridad_y_vendedores;140.0;no;no;no;si;hombre;no;23;no;0;5;5;5;13.8;0;0;5;7;5;14.142857142857142;0;11.1;0.6;2.02;graduado
soltero/a;cambio_de_curso;1;higiene_oral;diurna;educacion_secundaria;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;128.0;si;no;no;si;hombre;no;20;no;0;7;8;7;13.585714285714284;0;0;8;8;8;14.6875;0;15.5;2.8;-4.06;graduado
soltero/a;2a_fase_contingente_general;2;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;110.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;profesiones_de_las_fuerzas_armadas;115.3;si;no;no;si;hombre;no;19;no;0;6;8;6;13.857142857142858;0;0;6;8;5;13.0;0;15.5;2.8;-4.06;graduado
divorciado/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;operadores_de_instalaciones_y_maquinaria_y_montadores;150.0;no;no;no;si;hombre;no;28;no;0;6;12;5;12.0;0;0;6;10;6;12.333333333333334;0;11.1;0.6;2.02;matriculado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;160.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;personal_administrativo;160.0;si;no;no;si;hombre;si;20;no;0;6;9;6;13.444444444444445;0;0;6;9;5;12.6;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;1;diseno_de_comunicacion;diurna;educacion_secundaria;138.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;tecnicos_y_profesiones_de_nivel_intermedio;133.1;no;no;no;si;hombre;no;18;no;0;6;6;6;14.0;0;0;6;7;6;13.857142857142858;0;8.9;1.4;3.51;graduado
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;126.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;otra_situacion;otra_situacion;119.0;si;no;si;si;hombre;no;20;no;0;6;10;1;12.0;1;0;6;0;0;0.0;0;10.8;1.4;1.74;abandono
casado/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;tecnicos_y_profesiones_de_nivel_intermedio;156.0;si;no;no;si;hombre;no;33;no;0;5;5;5;14.2;0;0;5;6;5;13.833333333333334;0;10.8;1.4;1.74;graduado
casado/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_de_limpieza;conductores_de_vehiculos_y_operadores_de_equipos_moviles;163.7;no;no;no;si;mujer;no;35;no;0;7;11;5;13.34;0;0;7;9;5;10.84;0;12.4;0.5;1.79;matriculado
soltero/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_superior_grado_1er_ciclo;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;130.0;no;no;no;si;mujer;no;27;no;3;8;12;7;12.457142857142856;0;3;8;12;7;12.457142857142856;0;12.7;3.7;-1.7;matriculado
soltero/a;2a_fase_contingente_general;5;periodismo_y_comunicacion;diurna;educacion_secundaria;122.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;123.1;si;no;no;no;mujer;no;19;no;0;6;12;3;11.0;0;0;6;12;3;12.0;0;9.4;-0.8;-3.12;abandono
soltero/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_secundaria;160.0;brasilena;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;160.0;no;no;no;si;mujer;si;31;si;0;5;13;4;10.5;0;0;5;10;4;10.5;0;15.5;2.8;-4.06;matriculado
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;134.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;136.1;si;no;no;si;hombre;no;19;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;graduado
soltero/a;cambio_de_curso;1;diseno_de_comunicacion;diurna;educacion_secundaria;134.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;132.7;si;no;no;si;hombre;no;22;no;9;13;13;13;14.0;0;7;12;13;12;13.0;0;15.5;2.8;-4.06;graduado
soltero/a;cambio_de_curso;1;enfermeria;diurna;educacion_secundaria;140.0;moldava;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;128.2;no;no;no;si;mujer;no;39;si;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.7;3.7;-1.7;abandono
soltero/a;2a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;127.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;operadores_de_instalaciones_y_maquinaria_y_montadores;126.7;si;no;no;no;hombre;no;22;no;0;1;1;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;abandono
casado/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;150.0;no;no;no;si;hombre;no;47;no;0;5;8;4;10.0;0;0;5;8;4;12.5;0;9.4;-0.8;-3.12;matriculado
soltero/a;2a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;143.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_no_cualificados;156.3;si;no;no;si;hombre;si;19;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;graduado
soltero/a;ordenanza_854_b_99;1;turismo;diurna;educacion_secundaria;115.0;guineana;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;116.1;si;no;no;si;mujer;no;19;si;0;6;6;6;13.5;0;0;6;6;6;14.333333333333334;0;12.4;0.5;1.79;graduado
soltero/a;2a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;131.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;123.8;si;no;no;si;mujer;no;19;no;0;7;0;0;0.0;0;0;8;0;0;0.0;0;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;146.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;153.0;si;no;no;si;mujer;si;21;no;15;17;18;17;13.38888888888889;0;15;17;18;17;14.88888888888889;0;11.1;0.6;2.02;graduado
